Tabela,Data,Kurs średni,Zmiana
16/A/NBP/2011,2011-01-25,3.012,1.21
15/A/NBP/2011,2011-01-24,2.9759,-0.37
14/A/NBP/2011,2011-01-21,2.987,-1.24
13/A/NBP/2011,2011-01-20,3.0246,0.39
12/A/NBP/2011,2011-01-19,3.0128,0.23
11/A/NBP/2011,2011-01-18,3.006,-0.35
10/A/NBP/2011,2011-01-17,3.0167,0.03
9/A/NBP/2011,2011-01-14,3.0158,0
8/A/NBP/2011,2011-01-13,3.0159,-0.53
7/A/NBP/2011,2011-01-12,3.0319,-2.14
6/A/NBP/2011,2011-01-11,3.0981,-1.17
5/A/NBP/2011,2011-01-10,3.1348,1.29
4/A/NBP/2011,2011-01-07,3.0948,-0.12
3/A/NBP/2011,2011-01-05,3.0985,-0.8
2/A/NBP/2011,2011-01-04,3.1235,-1.75
1/A/NBP/2011,2011-01-03,3.179,0.48
255/A/NBP/2010,2010-12-31,3.1639,-0.92
254/A/NBP/2010,2010-12-30,3.1932,0.05
253/A/NBP/2010,2010-12-29,3.1916,0.67
252/A/NBP/2010,2010-12-28,3.1703,0.99
251/A/NBP/2010,2010-12-27,3.1393,-0.06
250/A/NBP/2010,2010-12-24,3.1412,-1.31
249/A/NBP/2010,2010-12-23,3.183,0
248/A/NBP/2010,2010-12-22,3.1829,0.65
247/A/NBP/2010,2010-12-21,3.1624,0.55
246/A/NBP/2010,2010-12-20,3.1451,0.98
245/A/NBP/2010,2010-12-17,3.1147,0.11
244/A/NBP/2010,2010-12-16,3.1112,-0.24
243/A/NBP/2010,2010-12-15,3.1188,1.28
242/A/NBP/2010,2010-12-14,3.0794,-0.78
241/A/NBP/2010,2010-12-13,3.1037,-0.12
240/A/NBP/2010,2010-12-10,3.1074,0.48
239/A/NBP/2010,2010-12-09,3.0927,-0.15
238/A/NBP/2010,2010-12-08,3.0975,0.95
237/A/NBP/2010,2010-12-07,3.0682,0.09
236/A/NBP/2010,2010-12-06,3.0655,0.66
235/A/NBP/2010,2010-12-03,3.0453,0.68
234/A/NBP/2010,2010-12-02,3.0246,-1.15
233/A/NBP/2010,2010-12-01,3.0599,-2.42
232/A/NBP/2010,2010-11-30,3.1359,3.21
231/A/NBP/2010,2010-11-29,3.0385,0.27
230/A/NBP/2010,2010-11-26,3.0304,1.53
229/A/NBP/2010,2010-11-25,2.9848,-0.25
228/A/NBP/2010,2010-11-24,2.9923,1.99
227/A/NBP/2010,2010-11-23,2.9338,1.42
226/A/NBP/2010,2010-11-22,2.8927,-0.43
225/A/NBP/2010,2010-11-19,2.9052,-0.7
224/A/NBP/2010,2010-11-18,2.9256,-0.53
223/A/NBP/2010,2010-11-17,2.9412,0.18
222/A/NBP/2010,2010-11-16,2.9359,-0.43
221/A/NBP/2010,2010-11-15,2.9486,-0.64
220/A/NBP/2010,2010-11-12,2.9675,1.91
219/A/NBP/2010,2010-11-10,2.912,-0.91
218/A/NBP/2010,2010-11-09,2.9388,0.65
217/A/NBP/2010,2010-11-08,2.9197,0.93
216/A/NBP/2010,2010-11-05,2.8928,1.74
215/A/NBP/2010,2010-11-04,2.8433,-0.5
214/A/NBP/2010,2010-11-03,2.8575,-0.5
213/A/NBP/2010,2010-11-02,2.8718,-1.77
212/A/NBP/2010,2010-10-29,2.9236,0.26
211/A/NBP/2010,2010-10-28,2.9159,1.16
210/A/NBP/2010,2010-10-27,2.8826,-0.67
209/A/NBP/2010,2010-10-26,2.902,0.11
208/A/NBP/2010,2010-10-25,2.8989,-1.19
207/A/NBP/2010,2010-10-22,2.9338,0.2
206/A/NBP/2010,2010-10-21,2.9279,-1.49
205/A/NBP/2010,2010-10-20,2.9721,0.9
204/A/NBP/2010,2010-10-19,2.9456,0.27
203/A/NBP/2010,2010-10-18,2.9376,1.21
202/A/NBP/2010,2010-10-15,2.9024,-0.43
201/A/NBP/2010,2010-10-14,2.915,-1.48
200/A/NBP/2010,2010-10-13,2.9588,-0.2
199/A/NBP/2010,2010-10-12,2.9648,0.11
198/A/NBP/2010,2010-10-11,2.9614,-0.09
197/A/NBP/2010,2010-10-08,2.9641,0.12
196/A/NBP/2010,2010-10-07,2.9605,0.68
195/A/NBP/2010,2010-10-06,2.9405,-1.36
194/A/NBP/2010,2010-10-05,2.9809,0.66
193/A/NBP/2010,2010-10-04,2.9614,0.81
192/A/NBP/2010,2010-10-01,2.9376,-1.93
191/A/NBP/2010,2010-09-30,2.9955,0.1
190/A/NBP/2010,2010-09-29,2.9925,-0.62
189/A/NBP/2010,2010-09-28,3.0112,0.82
188/A/NBP/2010,2010-09-27,2.9866,-1.28
187/A/NBP/2010,2010-09-24,3.0252,0.12
186/A/NBP/2010,2010-09-23,3.0215,1.34
185/A/NBP/2010,2010-09-22,2.9816,-0.57
184/A/NBP/2010,2010-09-21,2.9987,-0.02
183/A/NBP/2010,2010-09-20,2.9994,1.36
182/A/NBP/2010,2010-09-17,2.9592,-1.66
181/A/NBP/2010,2010-09-16,3.0093,-0.43
180/A/NBP/2010,2010-09-15,3.0223,-1.21
179/A/NBP/2010,2010-09-14,3.0592,0.94
178/A/NBP/2010,2010-09-13,3.0307,0.39
177/A/NBP/2010,2010-09-10,3.0189,-1.01
176/A/NBP/2010,2010-09-09,3.0497,-1.11
175/A/NBP/2010,2010-09-08,3.0839,0.94
174/A/NBP/2010,2010-09-07,3.0551,1.85
173/A/NBP/2010,2010-09-06,2.9995,-1.49
172/A/NBP/2010,2010-09-03,3.045,-0.44
171/A/NBP/2010,2010-09-02,3.0585,-0.95
170/A/NBP/2010,2010-09-01,3.0879,-0.43
169/A/NBP/2010,2010-08-31,3.1012,2.07
168/A/NBP/2010,2010-08-30,3.0383,-0.7
167/A/NBP/2010,2010-08-27,3.0598,0.14
166/A/NBP/2010,2010-08-26,3.0554,-0.24
165/A/NBP/2010,2010-08-25,3.0629,0.5
164/A/NBP/2010,2010-08-24,3.0478,0.4
163/A/NBP/2010,2010-08-23,3.0358,0.86
162/A/NBP/2010,2010-08-20,3.0098,1.55
161/A/NBP/2010,2010-08-19,2.964,0.53
160/A/NBP/2010,2010-08-18,2.9484,-0.56
159/A/NBP/2010,2010-08-17,2.9651,-1.3
158/A/NBP/2010,2010-08-16,3.0041,1.8
157/A/NBP/2010,2010-08-13,2.9509,-0.19
156/A/NBP/2010,2010-08-12,2.9565,1.8
155/A/NBP/2010,2010-08-11,2.9042,1.36
154/A/NBP/2010,2010-08-10,2.8652,-0.85
153/A/NBP/2010,2010-08-09,2.8897,0.06
152/A/NBP/2010,2010-08-06,2.8881,0.09
151/A/NBP/2010,2010-08-05,2.8856,-1.17
150/A/NBP/2010,2010-08-04,2.9198,0.42
149/A/NBP/2010,2010-08-03,2.9075,-0.23
148/A/NBP/2010,2010-08-02,2.9142,-1.37
147/A/NBP/2010,2010-07-30,2.9547,1.5
146/A/NBP/2010,2010-07-29,2.9109,0.34
145/A/NBP/2010,2010-07-28,2.901,-0.67
144/A/NBP/2010,2010-07-27,2.9206,-1.75
143/A/NBP/2010,2010-07-26,2.9725,-1.18
142/A/NBP/2010,2010-07-23,3.008,-1.95
141/A/NBP/2010,2010-07-22,3.0678,0.82
140/A/NBP/2010,2010-07-21,3.0429,0.72
139/A/NBP/2010,2010-07-20,3.021,-0.45
138/A/NBP/2010,2010-07-19,3.0346,0.07
137/A/NBP/2010,2010-07-16,3.0326,0.2
136/A/NBP/2010,2010-07-15,3.0264,0.35
135/A/NBP/2010,2010-07-14,3.0158,-1.37
134/A/NBP/2010,2010-07-13,3.0576,0.28
133/A/NBP/2010,2010-07-12,3.0491,0.27
132/A/NBP/2010,2010-07-09,3.0408,-0.71
131/A/NBP/2010,2010-07-08,3.0626,-1.09
130/A/NBP/2010,2010-07-07,3.0965,0.63
129/A/NBP/2010,2010-07-06,3.0771,-0.36
128/A/NBP/2010,2010-07-05,3.0883,-0.46
127/A/NBP/2010,2010-07-02,3.1026,-1.51
126/A/NBP/2010,2010-07-01,3.1501,0.5
125/A/NBP/2010,2010-06-30,3.1345,0.03
124/A/NBP/2010,2010-06-29,3.1337,2.33
123/A/NBP/2010,2010-06-28,3.0623,0.23
122/A/NBP/2010,2010-06-25,3.0552,1.46
121/A/NBP/2010,2010-06-24,3.0112,0.9
120/A/NBP/2010,2010-06-23,2.9844,0.45
119/A/NBP/2010,2010-06-22,2.9709,1.2
118/A/NBP/2010,2010-06-21,2.9357,-0.81
117/A/NBP/2010,2010-06-18,2.9596,-0.13
116/A/NBP/2010,2010-06-17,2.9634,1.43
115/A/NBP/2010,2010-06-16,2.9215,0.15
114/A/NBP/2010,2010-06-15,2.9171,-0.7
113/A/NBP/2010,2010-06-14,2.9378,-0.64
112/A/NBP/2010,2010-06-11,2.9566,-1.21
111/A/NBP/2010,2010-06-10,2.9927,-0.11
110/A/NBP/2010,2010-06-09,2.996,-0.33
109/A/NBP/2010,2010-06-08,3.0059,0.26
108/A/NBP/2010,2010-06-07,2.998,2.94
107/A/NBP/2010,2010-06-04,2.9125,0.21
106/A/NBP/2010,2010-06-02,2.9064,0.12
105/A/NBP/2010,2010-06-01,2.9029,1.28
104/A/NBP/2010,2010-05-31,2.8661,1.23
103/A/NBP/2010,2010-05-28,2.8312,-2.24
102/A/NBP/2010,2010-05-27,2.896,-0.25
101/A/NBP/2010,2010-05-26,2.9032,-1.11
100/A/NBP/2010,2010-05-25,2.9359,2.85
99/A/NBP/2010,2010-05-24,2.8545,-0.77
98/A/NBP/2010,2010-05-21,2.8767,-0.39
97/A/NBP/2010,2010-05-20,2.888,-1.11
96/A/NBP/2010,2010-05-19,2.9203,2.29
95/A/NBP/2010,2010-05-18,2.8549,-0.65
94/A/NBP/2010,2010-05-17,2.8735,1.08
93/A/NBP/2010,2010-05-14,2.8428,0.64
92/A/NBP/2010,2010-05-13,2.8248,-0.15
91/A/NBP/2010,2010-05-12,2.8291,-1.43
90/A/NBP/2010,2010-05-11,2.8702,2.62
89/A/NBP/2010,2010-05-10,2.7969,-5.07
88/A/NBP/2010,2010-05-07,2.9463,3.53
87/A/NBP/2010,2010-05-06,2.8458,1.36
86/A/NBP/2010,2010-05-05,2.8076,2.31
85/A/NBP/2010,2010-05-04,2.7442,0.89
84/A/NBP/2010,2010-04-30,2.72,-0.38
83/A/NBP/2010,2010-04-29,2.7305,-1.01
82/A/NBP/2010,2010-04-28,2.7583,1.68
81/A/NBP/2010,2010-04-27,2.7127,0.38
80/A/NBP/2010,2010-04-26,2.7025,-0.14
79/A/NBP/2010,2010-04-23,2.7064,0.33
78/A/NBP/2010,2010-04-22,2.6974,-0.02
77/A/NBP/2010,2010-04-21,2.6979,-0.7
76/A/NBP/2010,2010-04-20,2.717,-0.1
75/A/NBP/2010,2010-04-19,2.7198,0.67
74/A/NBP/2010,2010-04-16,2.7017,0.2
73/A/NBP/2010,2010-04-15,2.6962,0.24
72/A/NBP/2010,2010-04-14,2.6898,-0.42
71/A/NBP/2010,2010-04-13,2.7011,0.86
70/A/NBP/2010,2010-04-12,2.678,-0.01
69/A/NBP/2010,2010-04-09,2.6783,-0.4
68/A/NBP/2010,2010-04-08,2.6891,0.35
67/A/NBP/2010,2010-04-07,2.6797,0.06
66/A/NBP/2010,2010-04-06,2.6782,-0.39
65/A/NBP/2010,2010-04-02,2.6886,-0.72
64/A/NBP/2010,2010-04-01,2.708,0.3
63/A/NBP/2010,2010-03-31,2.7,-0.33
62/A/NBP/2010,2010-03-30,2.7089,-0.42
61/A/NBP/2010,2010-03-29,2.7204,0.15
60/A/NBP/2010,2010-03-26,2.7164,-0.29
59/A/NBP/2010,2010-03-25,2.7243,0.42
58/A/NBP/2010,2010-03-24,2.713,-0.18
57/A/NBP/2010,2010-03-23,2.7179,-0.5
56/A/NBP/2010,2010-03-22,2.7316,0.65
55/A/NBP/2010,2010-03-19,2.714,1.45
54/A/NBP/2010,2010-03-18,2.6751,0.35
53/A/NBP/2010,2010-03-17,2.6657,-0.45
52/A/NBP/2010,2010-03-16,2.6778,-0.19
51/A/NBP/2010,2010-03-15,2.683,0.58
50/A/NBP/2010,2010-03-12,2.6674,-0.09
49/A/NBP/2010,2010-03-11,2.6697,0.71
48/A/NBP/2010,2010-03-10,2.6509,-0.16
47/A/NBP/2010,2010-03-09,2.6552,0.18
46/A/NBP/2010,2010-03-08,2.6503,-0.2
45/A/NBP/2010,2010-03-05,2.6556,-0.72
44/A/NBP/2010,2010-03-04,2.6749,-0.34
43/A/NBP/2010,2010-03-03,2.6839,-0.13
42/A/NBP/2010,2010-03-02,2.6874,-0.17
41/A/NBP/2010,2010-03-01,2.6921,-0.91
40/A/NBP/2010,2010-02-26,2.7169,-0.45
39/A/NBP/2010,2010-02-25,2.7292,-0.12
38/A/NBP/2010,2010-02-24,2.7326,1.1
37/A/NBP/2010,2010-02-23,2.703,-0.3
36/A/NBP/2010,2010-02-22,2.7112,-0.78
35/A/NBP/2010,2010-02-19,2.7324,0.49
34/A/NBP/2010,2010-02-18,2.7191,0.16
33/A/NBP/2010,2010-02-17,2.7147,-0.88
32/A/NBP/2010,2010-02-16,2.7387,-0.2
31/A/NBP/2010,2010-02-15,2.7441,0.46
30/A/NBP/2010,2010-02-12,2.7316,-1.18
29/A/NBP/2010,2010-02-11,2.7643,-0.04
28/A/NBP/2010,2010-02-10,2.7653,-0.49
27/A/NBP/2010,2010-02-09,2.7789,-0.29
26/A/NBP/2010,2010-02-08,2.7869,0.11
25/A/NBP/2010,2010-02-05,2.7837,1.68
24/A/NBP/2010,2010-02-04,2.7376,1.6
23/A/NBP/2010,2010-02-03,2.6944,-0.41
22/A/NBP/2010,2010-02-02,2.7056,-0.51
21/A/NBP/2010,2010-02-01,2.7194,-1.75
20/A/NBP/2010,2010-01-29,2.7677,0.37
19/A/NBP/2010,2010-01-28,2.7576,-0.74
18/A/NBP/2010,2010-01-27,2.7782,-0.24
17/A/NBP/2010,2010-01-26,2.785,1.02
16/A/NBP/2010,2010-01-25,2.7569,-0.54
15/A/NBP/2010,2010-01-22,2.772,0.34
14/A/NBP/2010,2010-01-21,2.7626,1.52
13/A/NBP/2010,2010-01-20,2.7213,0
12/A/NBP/2010,2010-01-19,2.7213,-0.42
11/A/NBP/2010,2010-01-18,2.7327,0.05
10/A/NBP/2010,2010-01-15,2.7314,-0.24
9/A/NBP/2010,2010-01-14,2.738,-0.37
8/A/NBP/2010,2010-01-13,2.7482,-0.57
7/A/NBP/2010,2010-01-12,2.764,0.52
6/A/NBP/2010,2010-01-11,2.7496,-0.83
5/A/NBP/2010,2010-01-08,2.7726,-0.06
4/A/NBP/2010,2010-01-07,2.7744,0.61
3/A/NBP/2010,2010-01-06,2.7575,0.33
2/A/NBP/2010,2010-01-05,2.7483,-0.1
1/A/NBP/2010,2010-01-04,2.751,0
